"Mean size of fish (centimeter) by Age class (year). Class i designates interval [i,i+1[."
"Time","Age","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay"
0.083333336,0.0,15.669516,14.409135,19.039848,1.1900564,10.110917,6.5983057,11.268227,20.768574,1.0320747,11.647097,18.109316,3.0775788,6.6228027,1.8853565,18.588932,15.80331
0.083333336,1.0,23.629711,21.443281,25.309782,27.847809,13.965416,26.424028,17.46964,25.773754,14.267262,16.941313,24.432545,14.81251,17.464127,29.6974,27.149227,28.45836
0.083333336,2.0,30.747753,26.736208,30.023846,33.89257,16.705622,39.12385,21.653648,29.187897,19.539608,20.6621,28.201204,19.89001,21.423424,NaN,NaN,38.85808
0.083333336,3.0,37.073048,31.12042,32.821136,36.914085,18.539423,49.31229,24.169235,31.57978,23.654377,23.74618,31.177736,23.350962,23.158293,NaN,NaN,47.91215
0.083333336,4.0,42.670403,34.76321,NaN,38.48071,19.75167,59.043476,25.706314,33.26003,27.331497,26.292982,33.51325,25.723867,23.953163,NaN,NaN,55.767776
0.083333336,5.0,47.65056,37.81724,NaN,39.317993,NaN,67.39515,26.661844,34.424282,30.427412,28.434212,35.3289,27.357296,24.306284,NaN,NaN,62.591366
0.083333336,6.0,52.078087,40.378296,NaN,39.74913,NaN,74.35163,NaN,35.266636,33.07698,30.208063,36.756073,28.490091,24.467033,NaN,NaN,68.52533
0.083333336,7.0,56.0109,42.510555,NaN,39.97841,NaN,79.72634,NaN,35.854015,35.34977,31.695446,37.869255,29.269268,24.539965,NaN,NaN,73.680984
0.083333336,8.0,59.51423,44.284695,NaN,40.100803,NaN,84.02318,NaN,36.26683,37.262558,32.933846,38.75604,29.807287,24.57258,NaN,NaN,78.169846
0.083333336,9.0,62.616543,45.7659,NaN,40.166176,NaN,87.51396,NaN,36.55775,38.864704,33.96839,39.44472,30.175985,24.58764,NaN,NaN,82.07052
0.083333336,10.0,NaN,47.015327,NaN,40.20087,NaN,90.74554,NaN,36.761288,40.21848,34.828674,39.99407,30.431883,24.594204,NaN,NaN,85.45654
0.083333336,11.0,NaN,NaN,NaN,40.21929,NaN,93.02284,NaN,36.90523,41.36878,35.549595,40.420918,NaN,24.597492,NaN,NaN,88.40391
0.083333336,12.0,NaN,NaN,NaN,40.22889,NaN,94.927414,NaN,37.007053,42.360287,36.150654,40.758335,NaN,24.599005,NaN,NaN,90.96734
0.083333336,13.0,NaN,NaN,NaN,40.234035,NaN,NaN,NaN,37.07944,43.19082,36.653645,41.022533,NaN,24.599478,NaN,NaN,93.189735
0.083333336,14.0,NaN,NaN,NaN,40.23676,NaN,NaN,NaN,37.1296,43.907173,37.074486,41.23143,NaN,24.6,NaN,NaN,95.12261
0.083333336,15.0,NaN,NaN,NaN,40.23818,NaN,NaN,NaN,37.165207,NaN,NaN,41.39485,NaN,NaN,NaN,NaN,96.808235
0.083333336,16.0,NaN,NaN,NaN,40.239037,NaN,NaN,NaN,37.19042,NaN,NaN,41.52495,NaN,NaN,NaN,NaN,98.26828
0.083333336,17.0,NaN,NaN,NaN,40.239784,NaN,NaN,NaN,37.207912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.53956
0.083333336,18.0,NaN,NaN,NaN,40.240013,NaN,NaN,NaN,37.220276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.645386
0.083333336,19.0,NaN,NaN,NaN,40.240005,NaN,NaN,NaN,37.22917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,101.60458
0.083333336,20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.083333336,21.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.083333336,22.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.083333336,23.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.083333336,24.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.083333336,25.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16666667,0.0,16.399256,15.043627,17.928467,1.3782957,1.2744837,10.780979,1.0800462,20.894583,1.0714325,12.246214,19.04439,3.8926356,7.2416267,1.8852324,19.796537,16.876238
0.16666667,1.0,24.252605,21.88779,23.756134,27.078392,13.371933,23.375317,16.448532,25.068878,13.6310425,16.878777,24.623613,14.594113,17.540413,30.114487,27.489616,29.383493
0.16666667,2.0,31.303705,27.111088,29.276218,33.27236,16.377676,36.94181,21.250206,28.878473,18.860529,20.667648,28.3868,19.720028,21.44493,NaN,NaN,39.662502
0.16666667,3.0,37.567295,31.438627,32.369923,36.616505,18.280155,47.87178,23.970749,31.442484,23.201504,23.72495,31.309105,23.227785,23.167582,NaN,NaN,48.61114
0.16666667,4.0,43.109432,35.023163,NaN,38.32205,19.583168,57.701332,25.593296,33.182724,26.938593,26.311064,33.657345,25.66048,23.958813,NaN,NaN,56.375454
0.16666667,5.0,48.04065,38.036964,NaN,39.241203,NaN,65.972786,26.59255,34.39413,30.06862,28.456305,35.440872,27.302914,24.308994,NaN,NaN,63.11955
0.16666667,6.0,52.42479,40.562134,NaN,39.708374,NaN,72.98284,NaN,35.244225,32.729336,30.231049,36.845467,28.450796,24.46775,NaN,NaN,68.984505
0.16666667,7.0,56.319027,42.667202,NaN,39.956375,NaN,78.60288,NaN,35.84024,35.004795,31.72319,37.93895,29.246912,24.540499,NaN,NaN,74.08016
0.16666667,8.0,59.78804,44.41281,NaN,40.089115,NaN,83.09803,NaN,36.258415,36.94082,32.958767,38.817047,29.788036,24.572674,NaN,NaN,78.51688
0.16666667,9.0,62.85986,45.8763,NaN,40.160053,NaN,86.75381,NaN,36.552437,38.57759,33.98928,39.488056,30.168194,24.587696,NaN,NaN,82.37221
0.16666667,10.0,NaN,47.10386,NaN,40.197796,NaN,89.761566,NaN,36.758305,39.982456,34.848476,40.033234,30.423677,24.59428,NaN,NaN,85.71879
0.16666667,11.0,NaN,NaN,NaN,40.21752,NaN,92.2501,NaN,36.90375,41.158203,35.566044,40.450424,NaN,24.597517,NaN,NaN,88.63189
0.16666667,12.0,NaN,NaN,NaN,40.228092,NaN,94.27597,NaN,37.006084,42.176506,36.16504,40.78095,NaN,24.599018,NaN,NaN,91.165535
0.16666667,13.0,NaN,NaN,NaN,40.233517,NaN,95.32858,NaN,37.078644,43.037357,36.66805,41.039978,NaN,24.599487,NaN,NaN,93.36204
0.16666667,14.0,NaN,NaN,NaN,40.236572,NaN,NaN,NaN,37.12894,43.77548,37.08452,41.245647,NaN,24.600004,NaN,NaN,95.27241
0.16666667,15.0,NaN,NaN,NaN,40.237907,NaN,NaN,NaN,37.16484,NaN,NaN,41.40682,NaN,NaN,NaN,NaN,96.93846
0.16666667,16.0,NaN,NaN,NaN,40.239094,NaN,NaN,NaN,37.19018,NaN,NaN,41.533752,NaN,NaN,NaN,NaN,98.38149
0.16666667,17.0,NaN,NaN,NaN,40.239616,NaN,NaN,NaN,37.207695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.63798
0.16666667,18.0,NaN,NaN,NaN,40.240032,NaN,NaN,NaN,37.22015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.73095
0.16666667,19.0,NaN,NaN,NaN,40.240017,NaN,NaN,NaN,37.229034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,101.67896
0.16666667,20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16666667,21.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16666667,22.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16666667,23.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16666667,24.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16666667,25.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
